product_id,tag,timestamp,user_id,webshop_id
21242,Toys and Games,01/06/2011 11:12,12415,1
21239,Health and Wellness,01/06/2011 11:12,12415,1
21240,Health and Wellness,01/06/2011 11:12,12415,3
20676,Automotive and Tools,01/06/2011 11:12,12415,1
20677,Health and Wellness,01/06/2011 11:12,12415,2
21238,Sports and Outdoors,01/06/2011 11:12,12415,3
20675,Beauty and Personal Care,01/06/2011 11:12,12415,2
21422,Books and Literature,01/06/2011 12:37,12386,1
21421,Electronics,01/06/2011 12:37,12386,2
22523,Automotive and Tools,01/10/2011 09:58,12415,2
21581,Health and Wellness,01/11/2011 09:47,12393,1
22619,Sports and Outdoors,01/11/2011 09:47,12393,3
84997B,Books and Literature,01/11/2011 09:47,12393,2
20727,Books and Literature,01/11/2011 09:47,12393,1
20726,Fashion and Clothing,01/11/2011 09:47,12393,3
22383,Home and Kitchen,01/11/2011 09:47,12393,1
21249,Automotive and Tools,01/11/2011 09:47,12393,2
22378,"Movies, Music, and Entertainment",01/11/2011 09:47,12393,1
22175,Sports and Outdoors,01/11/2011 09:47,12393,1
22176,"Movies, Music, and Entertainment",01/11/2011 09:47,12393,3
84997C,Sports and Outdoors,01/11/2011 09:47,12393,2
20728,Beauty and Personal Care,01/11/2011 09:47,12393,1
22382,Fashion and Clothing,01/11/2011 09:47,12393,2
21915,Electronics,01/11/2011 09:47,12393,2
22549,Sports and Outdoors,01/11/2011 09:47,12393,1
21578,Toys and Games,01/11/2011 09:47,12393,2
21577,Home and Kitchen,01/11/2011 09:47,12393,3
22245,Books and Literature,01/11/2011 09:47,12393,1
22244,Toys and Games,01/11/2011 09:47,12393,2
22449,Health and Wellness,1/14/2011 11:36,12393,2
22450,Beauty and Personal Care,1/14/2011 11:36,12393,1
22451,Sports and Outdoors,1/14/2011 11:36,12393,1
84970L,Home and Kitchen,1/17/2011 11:12,12388,1
71459,Toys and Games,1/17/2011 11:12,12388,2
22429,Fashion and Clothing,1/17/2011 11:12,12388,3
22262,Automotive and Tools,1/17/2011 11:12,12388,2
47590B,Automotive and Tools,1/17/2011 11:12,12388,1
47590A,Sports and Outdoors,1/17/2011 11:12,12388,3
22669,Toys and Games,1/17/2011 11:12,12388,2
22148,Automotive and Tools,1/17/2011 11:12,12388,2
22957,Toys and Games,1/17/2011 11:12,12388,3
47566,Beauty and Personal Care,1/17/2011 11:12,12388,3
22963,Home and Kitchen,1/17/2011 11:12,12388,1
22962,Toys and Games,1/17/2011 11:12,12388,1
22961,Beauty and Personal Care,1/17/2011 11:12,12388,3
22960,"Movies, Music, and Entertainment",1/17/2011 11:12,12388,3
22967,Electronics,1/17/2011 11:12,12388,2
22310,Books and Literature,1/17/2011 11:12,12388,3
22969,Fashion and Clothing,1/17/2011 11:12,12388,3
22722,Automotive and Tools,1/17/2011 11:12,12388,1
22720,Sports and Outdoors,1/17/2011 11:12,12388,1
20728,Beauty and Personal Care,1/19/2011 9:13,12422,3
20713,Automotive and Tools,1/19/2011 9:13,12422,3
21937,"Movies, Music, and Entertainment",1/19/2011 9:13,12422,3
21936,Electronics,1/19/2011 9:13,12422,2
21932,Electronics,1/19/2011 9:13,12422,3
20717,Books and Literature,1/19/2011 9:13,12422,2
22503,Books and Literature,1/19/2011 9:13,12422,2
20712,Toys and Games,1/19/2011 9:13,12422,1
85099C,Automotive and Tools,1/19/2011 9:13,12422,1
22379,Books and Literature,1/19/2011 9:13,12422,3
22356,Fashion and Clothing,1/19/2011 9:13,12422,1
20727,Home and Kitchen,1/19/2011 9:13,12422,3
22384,Fashion and Clothing,1/19/2011 9:13,12422,3
22087,Electronics,1/20/2011 12:11,16321,1
85123A,Home and Kitchen,1/20/2011 12:11,16321,1
21056,Home and Kitchen,1/20/2011 12:11,16321,2
22960,Health and Wellness,1/20/2011 12:11,16321,2
21115,Fashion and Clothing,1/28/2011 14:37,12431,1
21524,Home and Kitchen,1/28/2011 14:37,12431,3
22785,Books and Literature,1/28/2011 14:37,12431,2
22786,Automotive and Tools,1/28/2011 14:37,12431,3
22192,"Movies, Music, and Entertainment",1/28/2011 14:37,12431,1
22193,Automotive and Tools,1/28/2011 14:37,12431,3
22191,Health and Wellness,1/28/2011 14:37,12431,3
22726,Electronics,1/28/2011 14:37,12431,3
22727,Beauty and Personal Care,1/28/2011 14:37,12431,1
22728,Sports and Outdoors,1/28/2011 14:37,12431,1
22729,Books and Literature,1/28/2011 14:37,12431,3
22730,Toys and Games,1/28/2011 14:37,12431,2
84988,Books and Literature,1/28/2011 14:37,12431,1
22194,Home and Kitchen,1/28/2011 14:37,12431,1
21243,Beauty and Personal Care,1/28/2011 14:37,12431,1
21242,Beauty and Personal Care,1/28/2011 14:37,12431,1
21245,Fashion and Clothing,1/28/2011 14:37,12431,1
21244,Fashion and Clothing,1/28/2011 14:37,12431,2
22467,Fashion and Clothing,1/28/2011 14:37,12431,2
21094,"Movies, Music, and Entertainment",1/28/2011 14:37,12431,3
84978,Automotive and Tools,02/07/2011 13:59,12388,2
22960,Sports and Outdoors,02/07/2011 13:59,12388,3
47590B,Home and Kitchen,02/07/2011 13:59,12388,1
47566,Automotive and Tools,02/07/2011 13:59,12388,3
22087,Health and Wellness,02/07/2011 13:59,12388,3
22720,"Movies, Music, and Entertainment",02/07/2011 13:59,12388,3
22087,Books and Literature,02/07/2011 15:01,16321,2
22325,Electronics,02/07/2011 15:01,16321,2
22325,Home and Kitchen,02/07/2011 15:09,16321,1
22087,"Movies, Music, and Entertainment",02/07/2011 15:09,16321,1
22325,Automotive and Tools,02/07/2011 15:10,16321,1
22087,Electronics,02/07/2011 15:10,16321,2
23231,Fashion and Clothing,2/15/2011 9:52,12415,2
23230,Books and Literature,2/15/2011 9:52,12415,1
23233,Health and Wellness,2/15/2011 9:52,12415,3
22989,Beauty and Personal Care,2/15/2011 9:52,12415,1
22990,Electronics,2/15/2011 9:52,12415,2
22969,Health and Wellness,2/15/2011 9:52,12415,3
22962,Electronics,2/15/2011 9:52,12415,1
22963,Home and Kitchen,2/15/2011 9:52,12415,2
22960,Books and Literature,2/15/2011 9:52,12415,3
22666,Sports and Outdoors,2/15/2011 9:52,12415,3
22907,Toys and Games,2/15/2011 9:52,12415,3
22722,Automotive and Tools,2/15/2011 9:52,12415,1
22968,Health and Wellness,2/15/2011 9:52,12415,1
22652,Books and Literature,2/15/2011 9:52,12415,2
22654,"Movies, Music, and Entertainment",2/15/2011 9:52,12415,3
22653,Home and Kitchen,2/15/2011 9:52,12415,3
22651,Toys and Games,2/15/2011 9:52,12415,1
22630,Books and Literature,2/15/2011 9:52,12415,3
22662,Books and Literature,2/15/2011 9:52,12415,1
22635,Health and Wellness,2/15/2011 9:52,12415,1
22029,Electronics,2/15/2011 9:52,12415,3
22382,Beauty and Personal Care,2/15/2011 9:52,12415,3
22544,Automotive and Tools,2/15/2011 9:52,12415,1
22613,Toys and Games,2/15/2011 9:52,12415,1
22629,Sports and Outdoors,2/15/2011 9:52,12415,3
22617,Books and Literature,2/15/2011 9:52,12415,1
22634,Health and Wellness,2/15/2011 9:52,12415,2
22417,Fashion and Clothing,2/15/2011 9:52,12415,2
22631,Fashion and Clothing,2/15/2011 9:52,12415,1
22556,Health and Wellness,2/15/2011 9:52,12415,3
22716,Beauty and Personal Care,2/15/2011 9:52,12415,3
22636,Sports and Outdoors,2/15/2011 9:52,12415,2
22423,Home and Kitchen,2/15/2011 9:52,12415,3
22699,Sports and Outdoors,2/15/2011 9:52,12415,2
22698,Beauty and Personal Care,2/15/2011 9:52,12415,2
22697,Books and Literature,2/15/2011 9:52,12415,1
84997B,Fashion and Clothing,2/15/2011 9:52,12415,3
21080,Toys and Games,2/15/2011 9:52,12415,1
21086,"Movies, Music, and Entertainment",2/15/2011 9:52,12415,3
21094,Toys and Games,2/15/2011 9:52,12415,3
21210,Health and Wellness,2/15/2011 9:52,12415,3
21216,Books and Literature,2/15/2011 9:52,12415,3
21212,Home and Kitchen,2/15/2011 9:52,12415,1
21217,Home and Kitchen,2/15/2011 9:52,12415,2
21880,"Movies, Music, and Entertainment",2/15/2011 9:52,12415,3
22139,Health and Wellness,2/15/2011 9:52,12415,2
22333,Fashion and Clothing,2/15/2011 9:52,12415,3
22329,Home and Kitchen,2/15/2011 9:52,12415,1
22505,Books and Literature,2/15/2011 9:52,12415,1
22628,Toys and Games,2/15/2011 9:52,12415,1
22667,Books and Literature,2/15/2011 9:52,12415,2
21218,Electronics,2/15/2011 9:52,12415,3
22840,Electronics,2/15/2011 9:52,12415,2
22841,Health and Wellness,2/15/2011 9:52,12415,1
22842,Home and Kitchen,2/15/2011 9:52,12415,3
22843,Books and Literature,2/15/2011 9:52,12415,2
21164,Health and Wellness,2/15/2011 9:52,12415,3
21249,Beauty and Personal Care,2/15/2011 9:52,12415,1
20726,"Movies, Music, and Entertainment",2/15/2011 9:52,12415,1
22331,Fashion and Clothing,2/15/2011 9:52,12415,1
20973,Beauty and Personal Care,2/15/2011 9:52,12415,3
22326,Fashion and Clothing,2/15/2011 9:52,12415,3
21058,"Movies, Music, and Entertainment",2/15/2011 9:52,12415,2
22835,Sports and Outdoors,2/15/2011 9:52,12415,2
84029G,Home and Kitchen,2/15/2011 9:52,12415,2
21195,Automotive and Tools,2/15/2011 9:52,12415,2
21191,Fashion and Clothing,2/15/2011 9:52,12415,1
21192,Home and Kitchen,2/15/2011 9:52,12415,2
21977,Books and Literature,2/15/2011 9:52,12415,2
22992,Automotive and Tools,2/27/2011 14:43,12431,3
21731,Beauty and Personal Care,2/27/2011 14:43,12431,1
22505,Beauty and Personal Care,2/27/2011 14:43,12431,2
21937,Health and Wellness,2/27/2011 14:43,12431,2
21936,Beauty and Personal Care,2/27/2011 14:43,12431,1
22785,Health and Wellness,2/27/2011 14:43,12431,3
22786,Home and Kitchen,2/27/2011 14:43,12431,2
21933,Toys and Games,2/27/2011 14:43,12431,2
21555,"Movies, Music, and Entertainment",2/27/2011 14:43,12431,2
22466,Sports and Outdoors,2/27/2011 14:43,12431,3
22978,Toys and Games,03/03/2011 10:59,12415,3
22980,Home and Kitchen,03/03/2011 10:59,12415,3
22993,Books and Literature,03/03/2011 10:59,12415,3
22654,"Movies, Music, and Entertainment",03/03/2011 10:59,12415,3
22968,Automotive and Tools,03/03/2011 10:59,12415,3
22505,Fashion and Clothing,03/03/2011 10:59,12415,1
22539,Home and Kitchen,03/03/2011 10:59,12415,1
22630,"Movies, Music, and Entertainment",03/03/2011 10:59,12415,1
22662,"Movies, Music, and Entertainment",03/03/2011 10:59,12415,1
22635,Books and Literature,03/03/2011 10:59,12415,1
22708,Toys and Games,03/03/2011 10:59,12415,3
22423,Books and Literature,03/03/2011 10:59,12415,3
22699,Home and Kitchen,03/03/2011 10:59,12415,3
84997B,Sports and Outdoors,03/03/2011 10:59,12415,2
21080,Beauty and Personal Care,03/03/2011 10:59,12415,3
21086,Electronics,03/03/2011 10:59,12415,1
21094,Toys and Games,03/03/2011 10:59,12415,2
21216,Automotive and Tools,03/03/2011 10:59,12415,1
21217,Health and Wellness,03/03/2011 10:59,12415,1
22083,Sports and Outdoors,03/03/2011 10:59,12415,3
22090,"Movies, Music, and Entertainment",03/03/2011 10:59,12415,2
21218,Fashion and Clothing,03/03/2011 10:59,12415,1
20677,Home and Kitchen,03/03/2011 10:59,12415,3
21239,Automotive and Tools,03/03/2011 10:59,12415,2
21240,"Movies, Music, and Entertainment",03/03/2011 10:59,12415,2
21243,Health and Wellness,03/03/2011 10:59,12415,3
21244,Automotive and Tools,03/03/2011 10:59,12415,2
21238,Sports and Outdoors,03/03/2011 10:59,12415,3
22842,Fashion and Clothing,03/03/2011 10:59,12415,3
22841,Books and Literature,03/03/2011 10:59,12415,1
22840,Beauty and Personal Care,03/03/2011 10:59,12415,2
22838,"Movies, Music, and Entertainment",03/03/2011 10:59,12415,3
22839,Home and Kitchen,03/03/2011 10:59,12415,1
22846,Sports and Outdoors,03/03/2011 10:59,12415,3
22849,Books and Literature,03/03/2011 10:59,12415,1
22848,"Movies, Music, and Entertainment",03/03/2011 10:59,12415,3
22666,Health and Wellness,03/03/2011 10:59,12415,1
22960,Fashion and Clothing,03/03/2011 10:59,12415,3
22961,Health and Wellness,03/03/2011 10:59,12415,3
22969,Beauty and Personal Care,03/03/2011 10:59,12415,1
21508,"Movies, Music, and Entertainment",03/03/2011 10:59,12415,1
21509,Beauty and Personal Care,03/03/2011 10:59,12415,3
22027,Automotive and Tools,03/03/2011 10:59,12415,3
22029,Automotive and Tools,03/03/2011 10:59,12415,2
22714,Electronics,03/03/2011 10:59,12415,2
22035,Automotive and Tools,03/03/2011 10:59,12415,1
22715,Health and Wellness,03/03/2011 10:59,12415,3
22046,Toys and Games,03/03/2011 10:59,12415,1
22636,Sports and Outdoors,03/03/2011 10:59,12415,3
22631,Beauty and Personal Care,03/03/2011 10:59,12415,2
22615,Electronics,03/03/2011 10:59,12415,2
22555,Beauty and Personal Care,03/03/2011 10:59,12415,1
22551,"Movies, Music, and Entertainment",03/03/2011 10:59,12415,3
22556,Sports and Outdoors,03/03/2011 10:59,12415,1
22557,Automotive and Tools,03/03/2011 10:59,12415,2
21984,Home and Kitchen,03/03/2011 10:59,12415,1
21981,Automotive and Tools,03/03/2011 10:59,12415,3
22093,Electronics,03/03/2011 10:59,12415,3
22045,Books and Literature,03/03/2011 10:59,12415,3
22382,Health and Wellness,03/03/2011 10:59,12415,3
22629,Electronics,03/03/2011 10:59,12415,3
22634,Fashion and Clothing,03/03/2011 10:59,12415,2
22617,Health and Wellness,03/03/2011 10:59,12415,2
22541,Toys and Games,03/03/2011 10:59,12415,3
22540,"Movies, Music, and Entertainment",03/03/2011 10:59,12415,1
21915,Automotive and Tools,03/03/2011 10:59,12415,3
21914,Beauty and Personal Care,03/03/2011 10:59,12415,1
22271,Home and Kitchen,03/03/2011 10:59,12415,1
22272,Toys and Games,03/03/2011 10:59,12415,2
22273,Fashion and Clothing,03/03/2011 10:59,12415,2
22274,Sports and Outdoors,03/03/2011 10:59,12415,3
22751,Beauty and Personal Care,03/03/2011 10:59,12415,1
22750,Automotive and Tools,03/03/2011 10:59,12415,3
22749,Home and Kitchen,03/03/2011 10:59,12415,3
22620,Automotive and Tools,03/03/2011 10:59,12415,3
22619,Home and Kitchen,03/03/2011 10:59,12415,3
20675,Fashion and Clothing,03/03/2011 10:59,12415,1
22843,Toys and Games,03/03/2011 10:59,12415,2
22028,"Movies, Music, and Entertainment",03/03/2011 10:59,12415,3
22024,Home and Kitchen,03/03/2011 10:59,12415,1
20676,Electronics,03/03/2011 10:59,12415,1
21242,Health and Wellness,03/03/2011 10:59,12415,3
22969,Beauty and Personal Care,03/03/2011 13:11,12415,1
22697,Automotive and Tools,03/03/2011 13:11,12415,2
22967,Automotive and Tools,03/09/2011 15:47,12388,1
22957,Fashion and Clothing,03/09/2011 15:47,12388,3
22148,Sports and Outdoors,03/09/2011 15:47,12388,2
22262,Electronics,03/09/2011 15:47,12388,1
22310,Health and Wellness,03/09/2011 15:47,12388,1
47566,Electronics,03/09/2011 15:47,12388,2
22720,Automotive and Tools,03/09/2011 15:47,12388,1
84978,Fashion and Clothing,03/09/2011 15:47,12388,2
84970S,"Movies, Music, and Entertainment",03/09/2011 15:47,12388,3
22083,Health and Wellness,03/09/2011 15:47,12388,1
20665,Toys and Games,3/24/2011 13:05,12434,2
22232,Fashion and Clothing,3/24/2011 13:05,12434,2
23052,Fashion and Clothing,3/24/2011 13:05,12434,1
23053,Automotive and Tools,3/24/2011 13:05,12434,1
20749,Fashion and Clothing,3/24/2011 13:05,12434,1
20750,Sports and Outdoors,3/24/2011 13:05,12434,2
47590A,Health and Wellness,3/24/2011 13:05,12434,1
47590B,Sports and Outdoors,3/24/2011 13:05,12434,1
21366,Beauty and Personal Care,3/24/2011 13:05,12434,3
21372,Beauty and Personal Care,3/24/2011 13:05,12434,2
20984,Electronics,3/24/2011 13:05,12434,1
20983,Fashion and Clothing,3/24/2011 13:05,12434,2
22786,"Movies, Music, and Entertainment",3/24/2011 13:05,12434,1
22785,Books and Literature,3/24/2011 13:05,12434,1
48138,Health and Wellness,3/24/2011 13:05,12434,3
23051,Toys and Games,3/24/2011 13:05,12434,3
22232,Books and Literature,04/04/2011 09:57,12434,3
22993,Automotive and Tools,04/08/2011 09:45,12393,2
22449,Sports and Outdoors,04/08/2011 09:45,12393,3
20726,Health and Wellness,04/08/2011 09:45,12393,1
20725,"Movies, Music, and Entertainment",04/08/2011 09:45,12393,2
20727,Automotive and Tools,04/08/2011 09:45,12393,1
22383,Fashion and Clothing,04/08/2011 09:45,12393,3
22384,Sports and Outdoors,04/08/2011 09:45,12393,2
22662,Automotive and Tools,04/08/2011 09:45,12393,1
22333,Books and Literature,04/08/2011 09:45,12393,2
84997B,Books and Literature,04/08/2011 09:45,12393,1
22273,Beauty and Personal Care,04/08/2011 09:45,12393,1
22382,Toys and Games,04/08/2011 09:45,12393,3
22379,Electronics,04/08/2011 09:45,12393,1
22138,Health and Wellness,04/08/2011 09:45,12393,2
22617,Home and Kitchen,04/08/2011 09:45,12393,2
22195,Health and Wellness,04/08/2011 09:45,12393,2
22380,Sports and Outdoors,04/08/2011 09:45,12393,2
22990,Electronics,4/28/2011 9:49,12415,1
22699,Sports and Outdoors,05/12/2011 12:34,12431,2
22859,Beauty and Personal Care,05/12/2011 12:34,12431,1
22730,Automotive and Tools,05/12/2011 12:34,12431,3
84663A,Home and Kitchen,05/12/2011 12:34,12431,3
23206,Health and Wellness,05/12/2011 12:34,12431,3
48129,Home and Kitchen,05/12/2011 12:34,12431,2
23159,Fashion and Clothing,05/12/2011 12:34,12431,2
23158,Books and Literature,05/12/2011 12:34,12431,3
84945,Home and Kitchen,05/12/2011 12:34,12431,1
23155,Sports and Outdoors,05/12/2011 12:34,12431,1
22698,Books and Literature,05/12/2011 12:34,12431,3
22697,Fashion and Clothing,05/12/2011 12:34,12431,3
22382,Health and Wellness,05/12/2011 12:34,12431,1
21524,Home and Kitchen,05/12/2011 12:34,12431,2
22692,Home and Kitchen,05/12/2011 12:34,12431,1
22690,Books and Literature,05/12/2011 12:34,12431,3
21935,Automotive and Tools,05/12/2011 12:34,12431,2
21481,Books and Literature,05/12/2011 12:34,12431,1
48138,Automotive and Tools,05/12/2011 12:34,12431,1
23284,Sports and Outdoors,05/12/2011 12:34,12431,1
23040,Automotive and Tools,05/12/2011 12:34,12431,1
23108,Toys and Games,05/12/2011 12:34,12431,3
23084,Electronics,05/12/2011 12:34,12431,3
22457,Beauty and Personal Care,5/17/2011 15:42,12415,3
23176,Sports and Outdoors,5/17/2011 15:42,12415,1
22109,Toys and Games,5/17/2011 15:42,12415,1
85014A,Electronics,5/17/2011 15:42,12415,2
22488,Fashion and Clothing,5/17/2011 15:42,12415,1
21524,Toys and Games,5/17/2011 15:42,12415,3
23193,Fashion and Clothing,5/17/2011 15:42,12415,2
23177,Electronics,5/17/2011 15:42,12415,2
48138,Toys and Games,5/17/2011 15:42,12415,2
23194,Electronics,5/17/2011 15:42,12415,3
85014B,Fashion and Clothing,5/17/2011 15:42,12415,2
37370,"Movies, Music, and Entertainment",5/17/2011 15:42,12415,1
23175,Books and Literature,5/17/2011 15:42,12415,2
21084,Automotive and Tools,5/17/2011 15:42,12415,3
85071A,Books and Literature,5/17/2011 15:42,12415,2
21877,Sports and Outdoors,5/17/2011 15:42,12415,3
23172,Electronics,5/17/2011 15:42,12415,2
21195,Beauty and Personal Care,5/17/2011 15:42,12415,3
84519B,Health and Wellness,5/17/2011 15:42,12415,1
85071B,Toys and Games,5/17/2011 15:42,12415,1
85071C,Fashion and Clothing,5/17/2011 15:42,12415,3
21090,Fashion and Clothing,5/17/2011 15:42,12415,1
85132A,Toys and Games,5/17/2011 15:42,12415,3
23253,Fashion and Clothing,5/17/2011 15:42,12415,2
23173,Automotive and Tools,5/17/2011 15:42,12415,3
22699,Beauty and Personal Care,5/17/2011 15:42,12415,3
22992,Fashion and Clothing,5/17/2011 15:42,12415,1
22991,Automotive and Tools,5/17/2011 15:42,12415,1
22466,Health and Wellness,5/17/2011 15:42,12415,3
22549,Fashion and Clothing,5/17/2011 15:42,12415,3
21791,Health and Wellness,5/17/2011 15:42,12415,3
21902,Books and Literature,5/17/2011 15:42,12415,3
21900,Electronics,5/17/2011 15:42,12415,1
21899,Fashion and Clothing,5/17/2011 15:42,12415,1
20685,Home and Kitchen,5/17/2011 15:42,12415,1
21770,Beauty and Personal Care,5/17/2011 15:42,12415,1
15036,Sports and Outdoors,5/17/2011 15:42,12415,2
23298,Home and Kitchen,5/17/2011 15:42,12415,1
47566,Electronics,5/17/2011 15:42,12415,3
47590A,"Movies, Music, and Entertainment",5/17/2011 15:42,12415,1
47590B,Sports and Outdoors,5/17/2011 15:42,12415,3
22980,Automotive and Tools,5/17/2011 15:42,12415,1
22978,Toys and Games,5/17/2011 15:42,12415,2
22981,"Movies, Music, and Entertainment",5/17/2011 15:42,12415,2
22979,Health and Wellness,5/17/2011 15:42,12415,2
23283,Sports and Outdoors,5/17/2011 15:42,12415,1
21731,Sports and Outdoors,5/17/2011 15:42,12415,2
22918,Toys and Games,5/17/2011 15:42,12415,2
22919,Health and Wellness,5/17/2011 15:42,12415,2
22920,Electronics,5/17/2011 15:42,12415,1
22921,Fashion and Clothing,5/17/2011 15:42,12415,2
22916,"Movies, Music, and Entertainment",5/17/2011 15:42,12415,1
22917,"Movies, Music, and Entertainment",5/17/2011 15:42,12415,2
22692,Books and Literature,5/17/2011 15:42,12415,2
21891,Books and Literature,5/17/2011 15:42,12415,2
23049,Toys and Games,5/17/2011 15:42,12415,3
23170,Electronics,5/17/2011 15:42,12415,3
22697,"Movies, Music, and Entertainment",5/17/2011 15:42,12415,1
85183B,Sports and Outdoors,5/17/2011 15:42,12415,2
84519A,Books and Literature,5/17/2011 15:42,12415,1
22698,Health and Wellness,5/17/2011 15:42,12415,2
21876,Automotive and Tools,5/17/2011 15:42,12415,2
21892,Health and Wellness,5/17/2011 15:42,12415,3
22620,Health and Wellness,5/17/2011 15:42,12415,3
22619,Books and Literature,5/17/2011 15:42,12415,1
21888,Health and Wellness,5/17/2011 15:42,12415,2
23171,Beauty and Personal Care,5/17/2011 15:42,12415,2
22925,Home and Kitchen,5/17/2011 15:42,12415,1
22928,Health and Wellness,5/17/2011 15:42,12415,2
22913,Toys and Games,5/17/2011 15:42,12415,1
22914,Books and Literature,5/17/2011 15:42,12415,1
23299,Books and Literature,5/17/2011 15:42,12415,1
22835,Sports and Outdoors,5/17/2011 15:42,12415,2
22838,Home and Kitchen,5/20/2011 14:13,12415,2
84997C,"Movies, Music, and Entertainment",5/20/2011 14:13,12415,2
22712,Sports and Outdoors,5/20/2011 14:13,12415,1
22619,Health and Wellness,5/20/2011 14:13,12415,2
23109,Fashion and Clothing,5/23/2011 9:14,12431,2
23284,Automotive and Tools,5/23/2011 9:14,12431,1
23301,Automotive and Tools,5/23/2011 9:14,12431,2
21731,Fashion and Clothing,5/23/2011 9:14,12431,1
23079,Electronics,5/23/2011 9:14,12431,1
84978,Home and Kitchen,5/23/2011 9:14,12431,1
48138,Books and Literature,5/23/2011 9:14,12431,2
84945,Beauty and Personal Care,5/23/2011 9:14,12431,3
22413,Health and Wellness,5/23/2011 9:14,12431,1
22692,Books and Literature,5/23/2011 9:14,12431,1
22382,Sports and Outdoors,5/23/2011 9:14,12431,3
22617,Sports and Outdoors,5/23/2011 9:14,12431,3
85014A,Automotive and Tools,5/23/2011 9:14,12431,1
